,基金代码,拼音缩写,基金简称,基金类型,拼音全称
10823,159944,GFZZQZYCLETF,广发中证全指原材料ETF,ETF-场内,GUANGFAZHONGZHENGQUANZHIYUANCAILIAOETF
10824,159945,GFZZQZNYETF,广发中证全指能源ETF,ETF-场内,GUANGFAZHONGZHENGQUANZHINENGYUANETF
10825,159948,NFCYBETF,南方创业板ETF,ETF-场内,NANFANGCHUANGYEBANETF
10826,159949,HACYB50ETF,华安创业板50ETF,ETF-场内,HUAANCHUANGYEBAN50ETF
10827,159951,JSZGCAGETF,嘉实中关村A股ETF,ETF-场内,JIASHIZHONGGUANCUNAGUETF
10828,159952,GFCYBETF,广发创业板ETF,ETF-场内,GUANGFACHUANGYEBANETF
10829,159954,NFHSZGQYETF,南方恒生中国企业ETF,QDII-ETF,NANFANGHENGSHENGZHONGGUOQIYEETF
10830,159955,JSCYBETF,嘉实创业板ETF,ETF-场内,JIASHICHUANGYEBANETF
10831,159956,JXCYBETF,建信创业板ETF,ETF-场内,JIANXINCHUANGYEBANETF
10832,159957,HXCYBETF,华夏创业板ETF,ETF-场内,HUAXIACHUANGYEBANETF
10833,159958,GYRXCYBETF,工银瑞信创业板ETF,ETF-场内,GONGYINRUIXINCHUANGYEBANETF
10834,159959,YHZZYQJGTZETF,银华中证央企结构调整ETF,ETF-场内,YINHUAZHONGZHENGYANGQIJIEGOUTIAOZHENGETF
10835,159960,PAGGTHSZGQYETF,平安港股通恒生中国企业ETF,ETF-场内,PINGANGANGGUTONGHENGSHENGZHONGGUOQIYEETF
10836,159961,FZFBSZ100ETF,方正富邦深证100ETF,ETF-场内,FANGZHENGFUBANGSHENZHENG100ETF
10837,159962,HXZZSCGGETF,华夏中证四川国改ETF,ETF-场内,HUAXIAZHONGZHENGSICHUANGUOGAIETF
10838,159963,FGHSZGQYETF,富国恒生中国企业ETF,ETF-场内,FUGUOHENGSHENGZHONGGUOQIYEETF
10839,159964,PACYBETF,平安创业板ETF,ETF-场内,PINGANCHUANGYEBANETF
10840,159965,ZRYSCJ50ETF,中融央视财经50ETF,ETF-场内,ZHONGRONGYANGSHICAIJING50ETF
10841,159966,HXCLCETF,华夏创蓝筹ETF,ETF-场内,HUAXIACHUANGLANCHOUETF
10842,159967,HXCCZETF,华夏创成长ETF,ETF-场内,HUAXIACHUANGCHENGZHANGETF
10843,159968,BSZZ500ETF,博时中证500ETF,ETF-场内,BOSHIZHONGZHENG500ETF
10844,159969,YHSZ100ETF,银华深证100ETF,ETF-场内,YINHUASHENZHENG100ETF
10845,159970,GYRXSZ100ETF,工银瑞信深证100ETF,ETF-场内,GONGYINRUIXINSHENZHENG100ETF
10846,159971,FGCYBETF,富国创业板ETF,ETF-场内,FUGUOCHUANGYEBANETF
10847,159972,PHZZ5NDZETF,鹏华中证5年地债ETF,ETF-场内,PENGHUAZHONGZHENG5NIANDIZHAIETF
10848,159973,HYYFMQLX100ETF,弘毅远方民企领先100ETF,ETF-场内,HONGYIYUANFANGMINQILINGXIAN100ETF
10849,159974,FGYQCXETF,富国央企创新ETF,ETF-场内,FUGUOYANGQICHUANGXINETF
10850,159975,ZSSZ100ETF,招商深证100ETF,ETF-场内,ZHAOSHANGSHENZHENG100ETF
10851,159976,GYYGADWQCX100ETF,工银粤港澳大湾区创新100ETF,ETF-场内,GONGYINYUEGANGAODAWANQUCHUANGXIN100ETF
10852,159977,THCYBETF,天弘创业板ETF,ETF-场内,TIANHONGCHUANGYEBANETF
10853,159978,JXZZHGSYGADWQFZZTETF,建信中证沪港深粤港澳大湾区发展主题ETF,ETF-场内,JIANXINZHONGZHENGHUGANGSHENYUEGANGAODAWANQUFAZHANZHUTIETF
10854,159979,GFYGADWQCX100ETF,广发粤港澳大湾区创新100ETF,ETF-场内,GUANGFAYUEGANGAODAWANQUCHUANGXIN100ETF
10855,159980,DCYSJSQHETF,大成有色金属期货ETF,ETF-场内,DACHENGYOUSEJINSHUQIHUOETF
10856,159981,JXYSNYHGQHETF,建信易盛能源化工期货ETF,ETF-场内,JIANXINYISHENGNENGYUANHUAGONGQIHUOETF
10857,159982,PHZZ500ETF,鹏华中证500ETF,ETF-场内,PENGHUAZHONGZHENG500ETF
10858,159983,HXYGADWQCX100ETF,华夏粤港澳大湾区创新100ETF,ETF-场内,HUAXIAYUEGANGAODAWANQUCHUANGXIN100ETF
10859,159984,NFYGADWQETF,南方粤港澳大湾区ETF,ETF-场内,NANFANGYUEGANGAODAWANQUETF
10860,159985,HXSLDPQHETF,华夏饲料豆粕期货ETF,ETF-场内,HUAXIASILIAODOUPOQIHUOETF
10861,159986,HYYFGZXF100ETF,弘毅远方国证消费100ETF,ETF-场内,HONGYIYUANFANGGUOZHENGXIAOFEI100ETF
10862,159987,YHZZYFCX100ETF,银华中证研发创新100ETF,ETF-场内,YINHUAZHONGZHENGYANFACHUANGXIN100ETF
10863,159988,PAZZ05NDFZETF,平安中债-0-5年地方债ETF,ETF-场内,PINGANZHONGZHAI05NIANDIFANGZHAIETF
10864,159990,YHJCXPJZETF,银华巨潮小盘价值ETF,ETF-场内,YINHUAJUCHAOXIAOPANJIAZHIETF
10865,159991,ZSCYBDPETF,招商创业板大盘ETF,ETF-场内,ZHAOSHANGCHUANGYEBANDAPANETF
10866,159992,YHZZCXYCYETF,银华中证创新药产业ETF,ETF-场内,YINHUAZHONGZHENGCHUANGXINYAOCHANYEETF
10867,159993,PHGZZQLTETF,鹏华国证证券龙头ETF,ETF-场内,PENGHUAGUOZHENGZHENGQUANLONGTOUETF
10868,159994,YHZZ5GTXZTETF,银华中证5G通信主题ETF,ETF-场内,YINHUAZHONGZHENG5GTONGXINZHUTIETF
10869,159995,HXGZBDTXPETF,华夏国证半导体芯片ETF,ETF-场内,HUAXIAGUOZHENGBANDAOTIXINPIANETF
10870,159996,GTZZQZJDETF,国泰中证全指家电ETF,ETF-场内,GUOTAIZHONGZHENGQUANZHIJIADIANETF
10871,159997,THZZDZETF,天弘中证电子ETF,ETF-场内,TIANHONGZHONGZHENGDIANZIETF
10872,159998,THZZJSJETF,天弘中证计算机ETF,ETF-场内,TIANHONGZHONGZHENGJISUANJIETF
10873,159999,YYZZ500ETF,永赢中证500ETF,ETF-场内,YONGYINGZHONGZHENG500ETF
10874,160105,NFJJPZHHLOF,南方积极配置混合(LOF),混合型,NANFANGJIJIPEIZHIHUNHELOF
10875,160106,NFGZZHHLOF,南方高增长混合(LOF),混合型,NANFANGGAOZENGZHANGHUNHELOF
10876,160107,NFGZZHHLOF,南方高增长混合(LOF)(后端),混合型,NANFANGGAOZENGZHANGHUNHELOF
10877,160119,NFZZ500ETFLJA,南方中证500ETF联接A,联接基金,NANFANGZHONGZHENG500ETFLIANJIEA
10878,160120,NFZZ500ETFLJA,南方中证500ETF联接A(后端),联接基金,NANFANGZHONGZHENG500ETFLIANJIEA
10879,160123,NFZZ10NQGZA,南方中债10年期国债A,债券型,NANFANGZHONGZHAI10NIANQIGUOZHAIA
10880,160124,NFZZ10NQGZC,南方中债10年期国债C,债券指数,NANFANGZHONGZHAI10NIANQIGUOZHAIC
10881,160125,NFXGYXGP,南方香港优选股票,QDII,NANFANGXIANGGANGYOUXUANGUPIAO
10882,160126,NFXGYXGP,南方香港优选股票(后端),QDII,NANFANGXIANGGANGYOUXUANGUPIAO
10883,160127,NFXXXFZZGPLOFA,南方新兴消费增长股票(LOF)A,股票型,NANFANGXINXINGXIAOFEIZENGZHANGGUPIAOLOFA
10884,160128,NFJLDKZLOFA,南方金利定开债(LOF)A,定开债券,NANFANGJINLIDINGKAIZHAILOFA
10885,160129,NFJLDKZLOFC,南方金利定开债(LOF)C,定开债券,NANFANGJINLIDINGKAIZHAILOFC
10886,160131,NFJL1NDKZA,南方聚利1年定开债A,定开债券,NANFANGJULI1NIANDINGKAIZHAIA
10887,160133,NFTYXCYGPLOF,南方天元新产业股票(LOF),股票型,NANFANGTIANYUANXINCHANYEGUPIAOLOF
10888,160134,NFJL1NDKZC,南方聚利1年定开债C,定开债券,NANFANGJULI1NIANDINGKAIZHAIC
10889,160135,NFZZGTCYZSLOF,南方中证高铁产业指数(LOF),股票指数,NANFANGZHONGZHENGGAOTIECHANYEZHISHULOF
10890,160137,NFZZHLWZSLOF,南方中证互联网指数(LOF),股票指数,NANFANGZHONGZHENGHULIANWANGZHISHULOF
10891,160140,NFDQSMGJXA,南方道琼斯美国精选A,QDII-指数,NANFANGDAOQIONGSIMEIGUOJINGXUANA
10892,160141,NFDQSMGJXC,南方道琼斯美国精选C,QDII-指数,NANFANGDAOQIONGSIMEIGUOJINGXUANC
10893,160142,NFZLPSLOF,南方战略配售(LOF),混合型,NANFANGZHANLUEPEISHOULOF
10894,160143,NFCYB2NDQKFHH,南方创业板2年定期开放混合,混合型,NANFANGCHUANGYEBAN2NIANDINGQIKAIFANGHUNHE
10895,160144,NFXXXFZZGPLOFC,南方新兴消费增长股票(LOF)C,股票型,NANFANGXINXINGXIAOFEIZENGZHANGGUPIAOLOFC
10896,160211,GTZXPCZHHLOF,国泰中小盘成长混合(LOF),混合型,GUOTAIZHONGXIAOPANCHENGZHANGHUNHELOF
10897,160212,GTGZYSHHLOF,国泰估值优势混合(LOF),混合型,GUOTAIGUZHIYOUSHIHUNHELOF
10898,160213,GTNSDK100ZS,国泰纳斯达克100指数,QDII-指数,GUOTAINASIDAKE100ZHISHU
10899,160215,GTJZJDHHLOF,国泰价值经典混合(LOF),混合型,GUOTAIJIAZHIJINGDIANHUNHELOF
10900,160216,GTDZSP,国泰大宗商品,QDII,GUOTAIDAZONGSHANGPIN
10901,160217,GTXYHLZQA,国泰信用互利债券A,债券型,GUOTAIXINYONGHULIZHAIQUANA
10902,160218,GTGZFDCHYZS,国泰国证房地产行业指数,股票指数,GUOTAIGUOZHENGFANGDICHANHANGYEZHISHU
10903,160219,GTGZYYWSHYZS,国泰国证医药卫生行业指数,股票指数,GUOTAIGUOZHENGYIYAOWEISHENGHANGYEZHISHU
10904,160220,GTMYHHLOFA,国泰民益混合(LOF)A,混合型,GUOTAIMINYIHUNHELOFA
10905,160221,GTGZYSJSHYZSLOF,国泰国证有色金属行业指数(LOF),股票指数,GUOTAIGUOZHENGYOUSEJINSHUHANGYEZHISHULOF
10906,160222,GTGZSPYLHYLOF,国泰国证食品饮料行业(LOF),股票指数,GUOTAIGUOZHENGSHIPINYINLIAOHANGYELOF
10907,160223,GTCYBZSLOF,国泰创业板指数(LOF),股票指数,GUOTAICHUANGYEBANZHISHULOF
10908,160224,GTZZJSJZTETFLJA,国泰中证计算机主题ETF联接A,联接基金,GUOTAIZHONGZHENGJISUANJIZHUTIETFLIANJIEA
10909,160225,GTGZXNYQCZS,国泰国证新能源汽车指数,股票指数,GUOTAIGUOZHENGXINNENGYUANQICHEZHISHU
10910,160226,GTMYHHLOFC,国泰民益混合(LOF)C,混合型,GUOTAIMINYIHUNHELOFC
10911,160311,HXLCHHLOF,华夏蓝筹混合(LOF),混合型,HUAXIALANCHOUHUNHELOF
10912,160314,HXHYHHLOF,华夏行业混合(LOF),混合型,HUAXIAHANGYEHUNHELOF
10913,160322,HXGGTJXGPLOF,华夏港股通精选股票LOF,股票型,HUAXIAGANGGUTONGJINGXUANGUPIAOLOF
10914,160323,HXPTHHLOF,华夏磐泰混合(LOF),混合型,HUAXIAPANTAIHUNHELOF
10915,160324,HXPSHHLOF,华夏磐晟混合(LOF),混合型,HUAXIAPANSHENGHUNHELOF
10916,160325,HXCYBLNDKHH,华夏创业板两年定开混合,混合型,HUAXIACHUANGYEBANLIANGNIANDINGKAIHUNHE
10917,160415,HALHDYZHHLOF,华安量化多因子混合(LOF),混合型,HUAANLIANGHUADUOYINZIHUNHELOF
10918,160416,HABPQQSYZS,华安标普全球石油指数,QDII-指数,HUAANBIAOPUQUANQIUSHIYOUZHISHU
10919,160418,HAZZYHZS,华安中证银行指数,股票指数,HUAANZHONGZHENGYINHANGZHISHU
10920,160419,HAZZQZZQGSZS,华安中证全指证券公司指数,股票指数,HUAANZHONGZHENGQUANZHIZHENGQUANGONGSIZHISHU
10921,160420,HACYB50ZS,华安创业板50指数,股票指数,HUAANCHUANGYEBAN50ZHISHU
10922,160421,HAZZJXHH,华安智增精选混合,混合型,HUAANZHIZENGJINGXUANHUNHE
10923,160422,HACYB50ETFLJA,华安创业板50ETF联接A,联接基金,HUAANCHUANGYEBAN50ETFLIANJIEA
10924,160424,HACYB50ETFLJC,华安创业板50ETF联接C,联接基金,HUAANCHUANGYEBAN50ETFLIANJIEC
10925,160425,HACYBLNDKHH,华安创业板两年定开混合,混合型,HUAANCHUANGYEBANLIANGNIANDINGKAIHUNHE
10926,160505,BSZTHYHHLOF,博时主题行业混合(LOF),混合型,BOSHIZHUTIHANGYEHUNHELOF
10927,160512,BSZYPPHHLOF,博时卓越品牌混合(LOF),混合型,BOSHIZHUOYUEPINPAIHUNHELOF
10928,160513,BSWJHBZQLOFA,博时稳健回报债券(LOF)A,债券型,BOSHIWENJIANHUIBAOZHAIQUANLOFA
10929,160514,BSWJHBZQLOFC,博时稳健回报债券(LOF)C,债券型,BOSHIWENJIANHUIBAOZHAIQUANLOFC
10930,160515,BSAF18GYDKZA,博时安丰18个月定开债A,定开债券,BOSHIANFENG18GEYUEDINGKAIZHAIA
10931,160516,BSZZQZZQGSZSLOF,博时中证全指证券公司指数(LOF),股票指数,BOSHIZHONGZHENGQUANZHIZHENGQUANGONGSIZHISHULOF
10932,160517,BSZZYHZSLOF,博时中证银行指数(LOF),股票指数,BOSHIZHONGZHENGYINHANGZHISHULOF
10933,160518,BSRY,博时睿远,混合型,BOSHIRUIYUAN
10934,160519,BSRLSJQDLOF,博时睿利事件驱动(LOF),混合型,BOSHIRUILISHIJIANQUDONGLOF
10935,160522,BSRYSJQDHHLOF,博时睿益事件驱动混合(LOF),混合型,BOSHIRUIYISHIJIANQUDONGHUNHELOF
10936,160523,BSAF18GYDKZC,博时安丰18个月定开债C,定开债券,BOSHIANFENG18GEYUEDINGKAIZHAIC
10937,160524,BSHTHH,博时弘泰混合,混合型,BOSHIHONGTAIHUNHE
10938,160526,BSYSQYLOFA,博时优势企业(LOF)A,混合型,BOSHIYOUSHIQIYELOFA
10939,160527,BSYJYX3NFBHHA,博时研究优选3年封闭混合A,混合型,BOSHIYANJIUYOUXUAN3NIANFENGBIHUNHEA
10940,160528,BSYJYX3NFBHHC,博时研究优选3年封闭混合C,混合型,BOSHIYANJIUYOUXUAN3NIANFENGBIHUNHEC
10941,160529,BSCYBLNDKHH,博时创业板两年定开混合,混合型,BOSHICHUANGYEBANLIANGNIANDINGKAIHUNHE
10942,160602,PHPTZQA,鹏华普天债券A,债券型,PENGHUAPUTIANZHAIQUANA
10943,160603,PHPTSYHH,鹏华普天收益混合,混合型,PENGHUAPUTIANSHOUYIHUNHE
10944,160605,PHZG50HH,鹏华中国50混合,混合型,PENGHUAZHONGGUO50HUNHE
10945,160606,PHHBA,鹏华货币A,货币型,PENGHUAHUOBIA
10946,160607,PHJZYSHHLOF,鹏华价值优势混合(LOF),混合型,PENGHUAJIAZHIYOUSHIHUNHELOF
10947,160608,PHPTZQB,鹏华普天债券B,债券型,PENGHUAPUTIANZHAIQUANB
10948,160609,PHHBB,鹏华货币B,货币型,PENGHUAHUOBIB
10949,160610,PHDLZZHHLOF,鹏华动力增长混合(LOF),混合型,PENGHUADONGLIZENGZHANGHUNHELOF
10950,160611,PHYZZLHHLOF,鹏华优质治理混合(LOF),混合型,PENGHUAYOUZHIZHILIHUNHELOF
10951,160612,PHFSZQ,鹏华丰收债券,债券型,PENGHUAFENGSHOUZHAIQUAN
10952,160613,PHSSCXHHLOF,鹏华盛世创新混合(LOF),混合型,PENGHUASHENGSHICHUANGXINHUNHELOF
10953,160615,PHHS300ZSLOFA,鹏华沪深300指数(LOF)A,股票指数,PENGHUAHUSHEN300ZHISHULOFA
10954,160616,PHZZ500ZSLOFA,鹏华中证500指数(LOF)A,股票指数,PENGHUAZHONGZHENG500ZHISHULOFA
10955,160617,PHFRZQLOF,鹏华丰润债券(LOF),债券型,PENGHUAFENGRUNZHAIQUANLOF
10956,160618,PHFZZQLOF,鹏华丰泽债券(LOF),债券型,PENGHUAFENGZEZHAIQUANLOF
10957,160620,PHZZAGZYCYZSLOF,鹏华中证A股资源产业指数(LOF),股票指数,PENGHUAZHONGZHENGAGUZIYUANCHANYEZHISHULOF
10958,160621,PHFHZQLOFA,鹏华丰和债券(LOF)A,债券型,PENGHUAFENGHEZHAIQUANLOFA
10959,160622,PHFLZQLOF,鹏华丰利债券(LOF),债券型,PENGHUAFENGLIZHAIQUANLOF
10960,160624,PHXFLXHH,鹏华消费领先混合,混合型,PENGHUAXIAOFEILINGXIANHUNHE
10961,160625,PHZQBXZSLOF,鹏华证券保险指数(LOF),股票指数,PENGHUAZHENGQUANBAOXIANZHISHULOF
10962,160626,PHXXA,鹏华信息A,股票指数,PENGHUAXINXIA
10963,160627,PHCLYXLHPZHH,鹏华策略优选灵活配置混合,混合型,PENGHUACELUEYOUXUANLINGHUOPEIZHIHUNHE
10964,160628,PHZZ800DCZSLOF,鹏华中证800地产指数(LOF),股票指数,PENGHUAZHONGZHENG800DICHANZHISHULOF
10965,160629,PHZZCMZSLOF,鹏华中证传媒指数(LOF),股票指数,PENGHUAZHONGZHENGCHUANMEIZHISHULOF
10966,160630,PHGFA,鹏华国防A,股票指数,PENGHUAGUOFANGA
10967,160631,PHYHA,鹏华银行A,股票指数,PENGHUAYINHANGA
10968,160632,PHJA,鹏华酒A,股票指数,PENGHUAJIUA
10969,160633,PHQSA,鹏华券商A,股票指数,PENGHUAQUANSHANGA
10970,160634,PHZZHBCYZSLOF,鹏华中证环保产业指数(LOF),股票指数,PENGHUAZHONGZHENGHUANBAOCHANYEZHISHULOF
10971,160635,PHZZYYWSLOFA,鹏华中证医药卫生(LOF)A,股票指数,PENGHUAZHONGZHENGYIYAOWEISHENGLOFA
10972,160636,PHZZYDHLWZSLOF,鹏华中证移动互联网指数(LOF),股票指数,PENGHUAZHONGZHENGYIDONGHULIANWANGZHISHULOF
10973,160637,PHCYBZSLOF,鹏华创业板指数(LOF),股票指数,PENGHUACHUANGYEBANZHISHULOF
10974,160638,PHZZYDYLZTZSLOF,鹏华中证一带一路主题指数(LOF),股票指数,PENGHUAZHONGZHENGYIDAIYILUZHUTIZHISHULOF
10975,160639,PHZZGTCYZSLOF,鹏华中证高铁产业指数(LOF),股票指数,PENGHUAZHONGZHENGGAOTIECHANYEZHISHULOF
10976,160642,PHZRHHLOF,鹏华增瑞混合(LOF),混合型,PENGHUAZENGRUIHUNHELOF
10977,160643,PHKTJGZSLOFA,鹏华空天军工指数(LOF)A,股票指数,PENGHUAKONGTIANJUNGONGZHISHULOFA
10978,160644,PHGMHLGPRMB,鹏华港美互联股票人民币,QDII,PENGHUAGANGMEIHULIANGUPIAORENMINBI
10979,160645,PHJXHBSNDKHH,鹏华精选回报三年定开混合,混合型,PENGHUAJINGXUANHUIBAOSANNIANDINGKAIHUNHE
10980,160706,JSHS300ETFLJA,嘉实沪深300ETF联接A,联接基金,JIASHIHUSHEN300ETFLIANJIEA
10981,160716,JSJBM50ZSLOFA,嘉实基本面50指数(LOF)A,股票指数,JIASHIJIBENMIAN50ZHISHULOFA
10982,160717,JSHSZGQY,嘉实恒生中国企业,QDII-指数,JIASHIHENGSHENGZHONGGUOQIYE
10983,160718,JSDLSYZQ,嘉实多利收益债券,债券型,JIASHIDUOLISHOUYIZHAIQUAN
10984,160719,JSHJ,嘉实黄金,QDII,JIASHIHUANGJIN
10985,160722,JSHZHHLOF,嘉实惠泽混合(LOF),混合型,JIASHIHUIZEHUNHELOF
10986,160723,JSYYQDIILOF,嘉实原油(QDII-LOF),QDII,JIASHIYUANYOUQDIILOF
10987,160724,JSHS300ETFLJC,嘉实沪深300ETF联接C,联接基金,JIASHIHUSHEN300ETFLIANJIEC
10988,160725,JSJBM50ZSLOFC,嘉实基本面50指数(LOF)C,股票指数,JIASHIJIBENMIAN50ZHISHULOFC
10989,160726,JSRXDQHH,嘉实瑞享定期混合,混合型,JIASHIRUIXIANGDINGQIHUNHE
10990,160727,JSCYBLNDQHH,嘉实创业板两年定期混合,混合型,JIASHICHUANGYEBANLIANGNIANDINGQIHUNHE
10991,160805,CSTZYSHHLOF,长盛同智优势混合(LOF),混合型,CHANGSHENGTONGZHIYOUSHIHUNHELOF
10992,160806,CSTQZZ800LOF,长盛同庆中证800(LOF),股票指数,CHANGSHENGTONGQINGZHONGZHENG800LOF
10993,160807,CSHS300ZSLOF,长盛沪深300指数(LOF),股票指数,CHANGSHENGHUSHEN300ZHISHULOF
10994,160812,CSTYCZHBLOF,长盛同益成长回报(LOF),混合型,CHANGSHENGTONGYICHENGZHANGHUIBAOLOF
10995,160813,CSTSCZYXLOF,长盛同盛成长优选(LOF),混合型,CHANGSHENGTONGSHENGCHENGZHANGYOUXUANLOF
10996,160814,CSZZJRDCZSLOF,长盛中证金融地产指数(LOF),股票指数,CHANGSHENGZHONGZHENGJINRONGDICHANZHISHULOF
10997,160910,DCCXCZHHLOF,大成创新成长混合(LOF),混合型,DACHENGCHUANGXINCHENGZHANGHUNHELOF
10998,160916,DCYXHHLOF,大成优选混合(LOF),混合型,DACHENGYOUXUANHUNHELOF
10999,160918,DCZXPHHLOFA,大成中小盘混合(LOF)A,混合型,DACHENGZHONGXIAOPANHUNHELOFA
11000,160919,DCCYSJGPLOF,大成产业升级股票(LOF),股票型,DACHENGCHANYESHENGJIGUPIAOLOF
11001,160921,DCDCLHHLOF,大成多策略混合(LOF),混合型,DACHENGDUOCELUEHUNHELOF
11002,160922,DCHSZHZXXGZSA,大成恒生综合中小型股指数A,QDII-指数,DACHENGHENGSHENGZONGHEZHONGXIAOXINGGUZHISHUA
11003,160924,DCHSZS,大成恒生指数,QDII-指数,DACHENGHENGSHENGZHISHU
11004,160925,DCZHHSG300ZSLOFA,大成中华沪深港300指数(LOF)A,股票指数,DACHENGZHONGHUAHUSHENGANG300ZHISHULOFA
11005,160926,DCCYBLNDKHHA,大成创业板两年定开混合A,混合型,DACHENGCHUANGYEBANLIANGNIANDINGKAIHUNHEA
11006,161005,FGTHCZHHABLOF,富国天惠成长混合A/B(LOF),混合型,FUGUOTIANHUICHENGZHANGHUNHEABLOF
11007,161006,FGTHCZHHABLOF,富国天惠成长混合A/B(LOF)(后端),混合型,FUGUOTIANHUICHENGZHANGHUNHEABLOF
11008,161010,FGTFQHZQLOF,富国天丰强化债券(LOF),债券型,FUGUOTIANFENGQIANGHUAZHAIQUANLOF
11009,161014,FGHLHBLNDQKFZQ,富国汇利回报两年定期开放债券,定开债券,FUGUOHUILIHUIBAOLIANGNIANDINGQIKAIFANGZHAIQUAN
11010,161015,FGTYZQLOFC,富国天盈债券(LOF)C,债券型,FUGUOTIANYINGZHAIQUANLOFC
11011,161017,FGZZ500ZSLOF,富国中证500指数(LOF),股票指数,FUGUOZHONGZHENG500ZHISHULOF
11012,161018,FGTFQHZQLOF,富国天丰强化债券(LOF)(后端),债券型,FUGUOTIANFENGQIANGHUAZHAIQUANLOF
11013,161019,FGXTFZQLOF,富国新天锋债券(LOF),债券型,FUGUOXINTIANFENGZHAIQUANLOF
11014,161020,FGXTFZQLOF,富国新天锋债券(LOF)(后端),债券型,FUGUOXINTIANFENGZHAIQUANLOF
11015,161021,FGZZ500ZSLOF,富国中证500指数(LOF)(后端),股票指数,FUGUOZHONGZHENG500ZHISHULOF
11016,161022,FGCYBZSLOF,富国创业板指数(LOF),股票指数,FUGUOCHUANGYEBANZHISHULOF
11017,161024,FGZZJGZSLOF,富国中证军工指数(LOF),股票指数,FUGUOZHONGZHENGJUNGONGZHISHULOF
11018,161025,FGZZYDHLWZSLOF,富国中证移动互联网指数(LOF),股票指数,FUGUOZHONGZHENGYIDONGHULIANWANGZHISHULOF
11019,161026,FGZZGYQYGGZS,富国中证国有企业改革指数,股票指数,FUGUOZHONGZHENGGUOYOUQIYEGAIGEZHISHU
11020,161027,FGZZQZZQGSZSLOF,富国中证全指证券公司指数(LOF),股票指数,FUGUOZHONGZHENGQUANZHIZHENGQUANGONGSIZHISHULOF
11021,161028,FGZZXNYQCZSLOF,富国中证新能源汽车指数(LOF),股票指数,FUGUOZHONGZHENGXINNENGYUANQICHEZHISHULOF
11022,161029,FGZZYHZSLOF,富国中证银行指数(LOF),股票指数,FUGUOZHONGZHENGYINHANGZHISHULOF
11023,161030,FGZZTYCYZSLOF,富国中证体育产业指数(LOF),股票指数,FUGUOZHONGZHENGTIYUCHANYEZHISHULOF
11024,161031,FGZZGY40ZSLOF,富国中证工业4.0指数(LOF),股票指数,FUGUOZHONGZHENGGONGYE40ZHISHULOF
11025,161032,FGZZMTZSLOF,富国中证煤炭指数(LOF),股票指数,FUGUOZHONGZHENGMEITANZHISHULOF
11026,161033,FGZZZNQCLOF,富国中证智能汽车(LOF),股票指数,FUGUOZHONGZHENGZHINENGQICHELOF
11027,161035,FGZZYYZTZSZQ,富国中证医药主题指数增强,股票指数,FUGUOZHONGZHENGYIYAOZHUTIZHISHUZENGQIANG
11028,161036,FGZZYLZTZSZQX,富国中证娱乐主题指数增强型,股票指数,FUGUOZHONGZHENGYULEZHUTIZHISHUZENGQIANGXING
11029,161037,FGZZGDZZZSZQX,富国中证高端制造指数增强型,股票指数,FUGUOZHONGZHENGGAODUANZHIZAOZHISHUZENGQIANGXING
11030,161038,FGXXCZLHJXHH,富国新兴成长量化精选混合,混合型,FUGUOXINXINGCHENGZHANGLIANGHUAJINGXUANHUNHE
11031,161039,FGZZ1000ZSZQ,富国中证1000指数增强,股票指数,FUGUOZHONGZHENG1000ZHISHUZENGQIANG
11032,161040,FGCYBLNDKHH,富国创业板两年定开混合,混合型,FUGUOCHUANGYEBANLIANGNIANDINGKAIHUNHE
11033,161115,YFDSFTLZQLOF,易方达岁丰添利债券(LOF),债券型,YIFANGDASUIFENGTIANLIZHAIQUANLOF
11034,161116,YFDHJZTRMBA,易方达黄金主题人民币A,QDII,YIFANGDAHUANGJINZHUTIRENMINBIA
11035,161117,YFDYXDKZ,易方达永旭定开债,定开债券,YIFANGDAYONGXUDINGKAIZHAI
11036,161118,YFDZXQY100ZSLOF,易方达中小企业100指数(LOF),股票指数,YIFANGDAZHONGXIAOQIYE100ZHISHULOF
11037,161119,YFDZZXZZLOFA,易方达中债新综指(LOF)A,债券指数,YIFANGDAZHONGZHAIXINZONGZHILOFA
11038,161120,YFDZZXZZLOFC,易方达中债新综指(LOF)C,债券指数,YIFANGDAZHONGZHAIXINZONGZHILOFC
11039,161121,YFDZZYHZSLOFA,易方达中证银行指数(LOF)A,股票指数,YIFANGDAZHONGZHENGYINHANGZHISHULOFA
11040,161122,YFDZZWDSWKJZSLOFA,易方达中证万得生物科技指数(LOF)A,股票指数,YIFANGDAZHONGZHENGWANDESHENGWUKEJIZHISHULOFA
11041,161123,YFDZZWDBGCZLOF,易方达中证万得并购重组(LOF),股票指数,YIFANGDAZHONGZHENGWANDEBINGGOUCHONGZULOF
11042,161124,YFDXGXXGZSA,易方达香港小型股指数A,QDII-指数,YIFANGDAXIANGGANGXIAOXINGGUZHISHUA
11043,161125,YFDBP500ZSRMB,易方达标普500指数人民币,QDII-指数,YIFANGDABIAOPU500ZHISHURENMINBI
11044,161126,YFDBPYLBJRMB,易方达标普医疗保健人民币,QDII-指数,YIFANGDABIAOPUYILIAOBAOJIANRENMINBI
11045,161127,YBPSWKJRMB,易标普生物科技人民币,QDII-指数,YIBIAOPUSHENGWUKEJIRENMINBI
11046,161128,YBPXXKJRMB,易标普信息科技人民币,QDII-指数,YIBIAOPUXINXIKEJIRENMINBI
